# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb  6 12:35:10 2021
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10677763,K05820.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,120.169838030,,,222.0869054,,,,,,3.19000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,296.408510,47.982121,12.138
10678912,K05821.01,,CANDIDATE,CANDIDATE,,0,0,0,0,113.713630320,,,179.5299204,,,,,,2.45000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,296.752780,47.973282,15.499
10685764,K05822.01,,CANDIDATE,CANDIDATE,,0,0,0,0,17.634272000,1.2270000e-04,-1.2270000e-04,133.2933200,5.550000e-03,-5.550000e-03,0.1876,0.2714,-0.1872,1.38700,0.18000,-0.18000,7.6700e+01,9.900e+00,-9.900e+00,1.69,1.310e+00,-1.030e+00,842.0,,,118.84,295.21,-102.02,9.70,1,q1_q16_tce,4885.00,125.00,-97.00,3.815,0.740,-0.413,1.9790,1.5330,-1.2040,298.742160,47.945278,12.310
10724569,K05823.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.745086745,2.3000000e-06,-2.3000000e-06,131.8265500,2.940000e-03,-2.940000e-03,0.6260,0.3350,-0.6250,4.29000,1.70000,-1.70000,2.7000e+02,3.180e+01,-3.180e+01,1.29,2.000e-01,-1.000e-01,1654.0,,,1775.23,892.86,-432.66,61.40,1,q1_q17_dr25_tce,5325.00,143.00,-159.00,4.607,0.032,-0.104,0.7500,0.1220,-0.0570,289.169860,48.066780,15.489
10734441,K05824.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,247.477243140,,,195.2104849,,,,,,7.60000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,293.146270,48.058331,15.780
10737437,K05825.01,,CANDIDATE,CANDIDATE,,0,0,0,0,208.047137000,9.3340000e-03,-9.3340000e-03,321.9021000,2.280000e-02,-2.280000e-02,0.1884,0.3127,-0.1883,3.22000,0.70700,-0.70700,2.8750e+02,7.000e+01,-7.000e+01,2.05,7.800e-01,-6.000e-01,363.0,,,4.12,4.69,-2.27,6.90,1,q1_q16_tce,5991.00,174.00,-155.00,4.175,0.309,-0.255,1.2000,0.4560,-0.3540,294.285030,48.059448,13.934
10747162,K05826.01,,CANDIDATE,CANDIDATE,,0,0,0,0,30.561533000,3.2560000e-04,-3.2560000e-04,136.0548800,8.140000e-03,-8.140000e-03,0.0124,0.4358,-0.0124,2.22700,0.30800,-0.30800,5.8570e+02,9.720e+01,-9.720e+01,1.53,8.000e-02,-1.500e-01,379.0,,,4.86,1.22,-1.36,6.90,1,q1_q16_tce,4294.00,132.00,-137.00,4.609,0.052,-0.018,0.6640,0.0350,-0.0630,297.390930,48.039280,15.871
10777591,K05827.01,Kepler-1637 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,6.109682250,6.0310000e-05,-6.0310000e-05,133.8025300,9.460000e-03,-9.460000e-03,0.1080,0.3360,-0.1080,5.73500,0.25400,-0.25400,6.0300e+01,3.800e+00,-3.800e+00,0.79,2.300e-01,-1.900e-01,1093.0,,,337.78,301.92,-166.01,18.60,1,q1_q17_dr25_tce,6024.00,197.00,-197.00,4.309,0.253,-0.207,1.0090,0.2930,-0.2400,282.236850,48.154243,13.328
7979297,K05455.01,,CANDIDATE,CANDIDATE,,0,0,0,0,292.098090000,2.1040000e-02,-2.1040000e-02,324.4378000,3.580000e-02,-3.580000e-02,0.5155,0.0827,-0.4020,14.43000,1.40000,-1.40000,5.2880e+02,5.730e+01,-5.730e+01,2.09,7.400e-01,-1.700e-01,267.0,,,1.20,1.26,-0.30,11.40,1,q1_q16_tce,5955.00,158.00,-174.00,4.534,0.032,-0.264,0.8830,0.3150,-0.0720,297.754940,43.789261,15.003
7982917,K05456.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,11.804553600,2.9120000e-04,-2.9120000e-04,141.8433000,1.990000e-02,-1.990000e-02,0.1533,0.3081,-0.1531,3.19500,0.59600,-0.59600,1.2890e+02,2.110e+01,-2.110e+01,0.94,1.980e+00,-9.000e-02,660.0,,,44.76,440.11,-11.92,7.00,1,q1_q16_tce,4971.00,149.00,-133.00,4.482,0.083,-0.853,0.8570,1.8020,-0.0820,298.623990,43.719471,14.274
8005002,K05457.01,,CANDIDATE,CANDIDATE,,0,0,0,0,578.216230000,1.6130000e-02,-1.6130000e-02,347.6430000,1.050000e-02,-1.050000e-02,0.3763,0.1324,-0.3762,2.70700,0.50700,-0.50700,1.2060e+02,3.150e+01,-3.150e+01,3.54,1.620e+00,-1.440e+00,328.0,,,2.74,3.97,-1.93,3.50,1,q1_q16_tce,5166.00,187.00,-220.00,3.600,0.353,-0.297,3.2440,1.4860,-1.3180,280.342190,43.833340,11.619
8007174,K05458.01,,CANDIDATE,CANDIDATE,0.9900,0,0,0,0,56.648588000,7.8630000e-04,-7.8630000e-04,168.4700200,9.240000e-03,-9.240000e-03,0.7690,0.1690,-0.5350,4.53400,0.27600,-0.27600,6.4890e+02,6.160e+01,-6.160e+01,2.19,2.200e-01,-1.800e-01,377.0,,,4.77,1.80,-1.21,11.80,1,q1_q17_dr25_tce,5023.00,166.00,-151.00,4.565,0.039,-0.066,0.7820,0.0780,-0.0640,281.827700,43.808689,15.602
8009811,K05459.01,,CANDIDATE,CANDIDATE,0.9440,0,0,0,0,53.554546000,1.4230000e-03,-1.4230000e-03,160.3983000,2.470000e-02,-2.470000e-02,0.6200,0.0130,-0.4960,5.53300,0.75600,-0.75600,1.2760e+02,1.850e+01,-1.850e+01,3.10,4.400e-01,-1.040e+00,769.0,,,82.79,31.45,-48.13,8.90,1,q1_q17_dr25_tce,6039.00,81.00,-81.00,3.760,0.300,-0.100,2.6220,0.3770,-0.8790,283.373840,43.801361,11.470
8016211,K05460.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,3.174877200,1.2320000e-04,-1.2320000e-04,133.7621000,5.370000e-02,-5.370000e-02,0.9400,0.0030,-0.0040,7.08900,0.10000,-0.10000,1.7410e+03,2.360e+01,-2.360e+01,8.80,4.480e+00,-4.030e+00,1410.0,,,933.10,1538.16,-695.11,98.60,1,q1_q17_dr25_tce,5116.00,197.00,-179.00,3.994,0.581,-0.290,1.6190,0.8240,-0.7410,286.693330,43.869961,14.395
8016650,K05461.01,,CANDIDATE,CANDIDATE,,0,0,0,0,119.079642000,3.1720000e-03,-3.1720000e-03,134.0349000,2.640000e-02,-2.640000e-02,0.2275,0.2406,-0.2274,16.26800,0.72000,-0.72000,4.2250e+02,2.900e+01,-2.900e+01,17.89,7.400e-01,-5.040e+00,795.0,,,94.61,16.10,-51.87,18.00,1,q1_q16_tce,4849.00,92.00,-159.00,2.942,0.031,-0.029,8.9840,0.3760,-2.5290,286.924260,43.829430,13.468
8025718,K05462.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,371.186480000,1.6900000e-02,-1.6900000e-02,260.7045000,2.700000e-02,-2.700000e-02,0.0845,0.3853,-0.0845,19.92900,0.96300,-0.96300,3.1790e+02,2.750e+01,-2.750e+01,2.06,1.180e+00,-2.700e-01,291.0,,,1.68,2.93,-0.56,18.10,1,q1_q16_tce,6231.00,158.00,-199.00,4.340,0.100,-0.321,1.1520,0.6600,-0.1500,290.730900,43.870090,13.937
8915379,K05583.01,,CANDIDATE,CANDIDATE,,0,0,0,0,20.585859100,8.4660000e-04,-8.4660000e-04,140.6753000,2.720000e-02,-2.720000e-02,0.7233,0.0522,-0.5423,3.06900,0.98300,-0.98300,2.6020e+02,8.520e+01,-8.520e+01,1.31,7.800e-01,-1.400e-01,586.0,,,27.85,56.47,-8.38,6.60,1,q1_q16_tce,5523.00,236.00,-177.00,4.526,0.088,-0.435,0.7530,0.4520,-0.0810,300.955900,45.111080,15.306
8935352,K05584.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.909621540,1.0990000e-05,-1.0990000e-05,135.3669200,1.310000e-03,-1.310000e-03,0.1460,0.0060,-0.0050,17.80240,0.01180,-0.01180,4.9992e+05,3.410e+02,-3.410e+02,149.10,9.955e+01,-1.095e+02,1127.0,,,381.27,835.21,-357.61,2345.10,1,q1_q17_dr25_tce,5323.00,186.00,-167.00,3.714,0.960,-0.320,2.0640,1.3780,-1.5160,283.983580,45.284752,14.096
8937555,K05585.01,,CANDIDATE,CANDIDATE,,0,0,0,0,113.573945000,1.3970000e-03,-1.3970000e-03,216.4717800,7.210000e-03,-7.210000e-03,0.1359,0.3378,-0.1358,3.00700,0.34200,-0.34200,2.4960e+02,3.080e+01,-3.080e+01,3.45,2.170e+00,-1.980e+00,496.0,,,14.32,27.92,-12.01,7.80,1,q1_q16_tce,5155.00,140.00,-153.00,3.768,0.671,-0.370,2.2330,1.4020,-1.2800,285.099980,45.238110,12.397
8939211,K05586.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,27.077981300,7.7350000e-04,-7.7350000e-04,135.6789000,2.770000e-02,-2.770000e-02,0.9570,0.0020,-0.0020,138.54000,1.80000,-1.80000,3.4750e+02,3.600e+00,-3.600e+00,2.03,4.300e-01,-2.600e-01,597.0,,,29.98,19.35,-9.44,139.40,1,q1_q17_dr25_tce,5906.00,159.00,-159.00,4.467,0.112,-0.154,0.8500,0.1840,-0.1070,285.913540,45.206799,14.170
8939650,K05587.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.827660875,2.3900000e-07,-2.3900000e-07,132.8212980,1.080000e-04,-1.080000e-04,1.0260,0.2250,-0.0070,3.98600,0.00570,-0.00570,4.6677e+04,5.490e+01,-5.490e+01,42.10,1.370e+01,-4.560e+00,1664.0,,,1811.72,1683.20,-548.88,890.30,1,q1_q17_dr25_tce,6352.00,150.00,-206.00,4.427,0.054,-0.216,1.0720,0.3490,-0.1160,286.125240,45.276932,14.268
8946267,K05588.01,,CANDIDATE,CANDIDATE,,0,0,0,0,542.911330000,2.6750000e-02,-2.6750000e-02,409.6919000,2.810000e-02,-2.810000e-02,0.3766,0.0570,-0.3765,15.90000,1.30000,-1.30000,7.5010e+02,7.870e+01,-7.870e+01,2.27,8.600e-01,-1.800e-01,199.0,,,0.37,0.43,-0.09,13.10,1,q1_q16_tce,5583.00,157.00,-147.00,4.559,0.030,-0.256,0.8240,0.3130,-0.0650,289.333400,45.242641,15.373
8949512,K05589.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,376.554588000,7.9550000e-03,-7.9550000e-03,247.6177000,1.470000e-02,-1.470000e-02,0.0963,0.3832,-0.0963,3.18200,0.57700,-0.57700,4.8100e+02,8.590e+01,-8.590e+01,2.00,7.000e-01,-1.700e-01,247.0,,,0.88,0.90,-0.23,5.40,1,q1_q16_tce,5926.00,152.00,-176.00,4.519,0.035,-0.264,0.9130,0.3210,-0.0780,290.585080,45.221050,14.694
8955741,K05590.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,538.426300000,1.8740000e-02,-1.8740000e-02,154.9034000,1.950000e-02,-1.950000e-02,0.3917,0.0499,-0.3917,12.75100,0.75000,-0.75000,2.4200e+02,1.880e+01,-1.880e+01,3.20,1.090e+00,-1.400e+00,322.0,,,2.53,2.54,-1.81,16.20,1,q1_q16_tce,5962.00,158.00,-170.00,3.882,0.402,-0.198,2.0280,0.6950,-0.8840,292.872560,45.246151,12.099
9758615,K05709.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,94.205611590,,,169.2951411,,,,,,6.62000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,285.595430,46.509666,11.613
9771920,K05710.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,378.706439550,,,470.6725521,,,,,,14.66000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,292.408780,46.515259,15.658
9775475,K05711.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,78.428631300,6.8760000e-05,-6.8760000e-05,169.3124040,9.730000e-04,-9.730000e-04,1.3880,6.4700,-0.1070,3.73680,0.03730,-0.03730,8.3303e+04,7.930e+02,-7.930e+02,85.77,0.000e+00,0.000e+00,425.0,,,7.74,0.00,0.00,112.60,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,293.894500,46.592491,15.069
9776907,K05712.01,,CANDIDATE,CANDIDATE,,0,0,0,0,287.756130000,1.2440000e-02,-1.2440000e-02,385.4564000,2.980000e-02,-2.980000e-02,0.2794,0.1896,-0.2793,5.48700,0.93900,-0.93900,1.9870e+03,3.680e+02,-3.680e+02,3.40,4.400e-01,-2.100e-01,215.0,,,0.50,0.26,-0.11,6.60,1,q1_q16_tce,4965.00,206.00,-154.00,4.586,0.021,-0.091,0.7810,0.1010,-0.0480,294.404690,46.565720,16.925
9780149,K05713.01,,FALSE POSITIVE,FALSE POSITIVE,0.1330,0,1,0,0,2.530210000,4.0230000e-03,-4.0230000e-03,132.0918000,2.500000e-02,-2.500000e-02,1.2750,0.0370,-0.2740,21.79000,5.60000,-5.60000,3.6790e+02,3.490e+01,-3.490e+01,41.44,1.192e+01,-1.193e+01,1543.0,,,1338.82,1157.88,-744.73,24.20,1,q1_q17_dr25_tce,5780.00,172.00,-190.00,4.178,0.306,-0.165,1.2960,0.3730,-0.3730,295.602600,46.517567,12.294
9786017,K05714.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.249000963,5.3100000e-07,-5.3100000e-07,132.6514150,1.860000e-04,-1.860000e-04,0.6800,0.0020,-0.0020,9.60220,0.01460,-0.01460,5.8776e+04,7.070e+01,-7.070e+01,59.61,1.355e+01,-3.161e+01,2126.0,,,4838.14,3358.90,-3892.75,1159.50,1,q1_q17_dr25_tce,6025.00,180.00,-180.00,3.800,0.552,-0.138,2.2930,0.5210,-1.2160,297.508030,46.521568,12.502
9832379,K05715.01,,CANDIDATE,CANDIDATE,,0,0,0,0,189.961729000,8.8650000e-03,-8.8650000e-03,288.3907000,1.960000e-02,-1.960000e-02,0.1845,0.2880,-0.1845,12.46000,1.20000,-1.20000,6.9990e+02,8.360e+01,-8.360e+01,1.93,4.600e-01,-1.300e-01,260.0,,,1.08,0.79,-0.24,11.90,1,q1_q16_tce,5335.00,169.00,-143.00,4.613,0.027,-0.145,0.7420,0.1740,-0.0530,292.388180,46.615101,15.713
9837659,K05716.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,121.623873780,,,207.4934505,,,,,,2.73000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,294.528050,46.608521,12.209
10865043,K05836.01,,CANDIDATE,CANDIDATE,,0,0,0,0,202.187227660,,,174.3624491,,,,,,2.77000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,293.454590,48.227852,13.762
10878117,K05837.01,,CANDIDATE,CANDIDATE,,0,0,0,0,280.920706880,,,154.8994005,,,,,,3.48000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,297.914700,48.224411,15.261
10879247,K05838.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,432.074696000,9.6110000e-03,-9.6110000e-03,481.2681000,1.230000e-02,-1.230000e-02,0.1559,0.2979,-0.1559,4.76300,0.46800,-0.46800,1.0880e+03,1.510e+02,-1.510e+02,2.39,5.100e-01,-1.900e-01,193.0,,,0.32,0.24,-0.08,7.60,1,q1_q16_tce,5183.00,206.00,-164.00,4.608,0.029,-0.125,0.7390,0.1580,-0.0570,298.267330,48.207458,15.214
10879899,K05839.01,,CANDIDATE,CANDIDATE,,0,0,0,0,169.415073000,3.8270000e-03,-3.8270000e-03,283.3498000,1.930000e-02,-1.930000e-02,0.7546,0.2231,-0.5263,3.88400,0.74900,-0.74900,2.3990e+02,3.460e+01,-3.460e+01,2.32,1.420e+00,-5.000e-01,413.0,,,6.87,12.61,-3.16,9.80,1,q1_q16_tce,6362.00,140.00,-211.00,4.238,0.150,-0.332,1.3780,0.8440,-0.2940,298.477450,48.222031,12.427
10905641,K05840.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,460.779050000,1.4500000e-02,-1.4500000e-02,533.8441000,1.990000e-02,-1.990000e-02,0.3240,0.1220,-0.3240,15.54100,0.69000,-0.69000,2.3930e+02,2.270e+01,-2.270e+01,4.24,6.500e-01,-1.520e+00,387.0,,,5.32,2.65,-3.35,12.70,1,q1_q17_dr25_tce,6126.00,184.00,-165.00,3.731,0.293,-0.098,2.7170,0.4170,-0.9730,283.548340,48.388931,13.462
10920086,K05841.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,3.213185170,4.7030000e-06,-4.7030000e-06,132.0444750,6.200000e-04,-6.200000e-04,0.9240,0.0020,0.0000,15.47000,2.20000,-2.20000,2.0461e+03,8.300e+00,-8.300e+00,8.24,1.720e+00,-1.730e+00,1710.0,,,2017.35,1229.31,-916.14,662.90,1,q1_q17_dr25_tce,6712.00,162.00,-223.00,4.159,0.180,-0.135,1.5130,0.3170,-0.3170,291.852080,48.319561,12.520
10933306,K05842.01,,CANDIDATE,CANDIDATE,0.9950,0,0,0,0,57.774937300,9.8350000e-04,-9.8350000e-04,154.2915000,1.190000e-02,-1.190000e-02,0.0440,0.4090,-0.0440,4.73100,0.50900,-0.50900,2.8360e+02,3.070e+01,-3.070e+01,1.85,5.900e-01,-2.000e-01,524.0,,,17.82,16.58,-5.79,10.40,1,q1_q17_dr25_tce,6277.00,174.00,-239.00,4.417,0.065,-0.208,1.0970,0.3460,-0.1230,297.194240,48.322891,14.753
10958972,K05843.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,331.782481340,,,431.8146374,,,,,,4.94000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,281.810270,48.420395,13.789
8029848,K05463.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.206087690,2.3680000e-05,-2.3680000e-05,132.0861000,2.730000e-02,-2.730000e-02,1.2530,4.0100,-0.1870,2.22720,0.05040,-0.05040,1.6606e+03,3.040e+01,-3.040e+01,44.46,1.188e+01,-1.306e+01,1941.0,,,3353.78,2712.61,-1892.39,66.90,1,q1_q17_dr25_tce,5657.00,171.00,-188.00,4.186,0.273,-0.147,1.3550,0.3620,-0.3980,292.211790,43.831848,14.252
8035322,K05464.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,613.829050000,3.2600000e-02,-3.2600000e-02,263.4710000,3.190000e-02,-3.190000e-02,0.2616,0.1669,-0.2616,18.18000,1.40000,-1.40000,1.4820e+02,1.650e+01,-1.650e+01,2.85,1.250e+00,-1.410e+00,307.0,,,2.10,2.78,-1.62,10.20,1,q1_q16_tce,5636.00,173.00,-148.00,3.809,0.459,-0.224,2.3570,1.0270,-1.1680,294.081390,43.824032,13.016
8036863,K05465.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,476.804540000,2.7500000e-02,-2.7500000e-02,158.1644000,5.500000e-02,-5.500000e-02,0.5619,0.0512,-0.4509,10.65000,2.60000,-2.60000,1.4360e+02,4.840e+01,-4.840e+01,1.12,4.500e-01,-1.200e-01,227.0,,,0.63,0.76,-0.18,5.70,1,q1_q16_tce,5806.00,158.00,-147.00,4.473,0.070,-0.275,0.9010,0.3700,-0.0960,294.573210,43.898521,13.879
8037038,K05466.01,Kepler-1631 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.095138760,3.0350000e-05,-3.0350000e-05,131.6778400,6.240000e-03,-6.240000e-03,0.9700,0.0360,-0.7200,2.46200,0.14800,-0.14800,1.8170e+02,1.830e+01,-1.830e+01,1.75,5.600e-01,-1.800e-01,1122.0,,,374.30,351.13,-108.58,11.60,1,q1_q17_dr25_tce,5858.00,156.00,-191.00,4.495,0.052,-0.208,0.9630,0.3090,-0.0960,294.632570,43.807671,15.524
8040308,K05467.01,,CANDIDATE,CANDIDATE,,0,0,0,0,502.835690100,,,234.1810504,,,,,,9.97000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,295.659580,43.858250,15.195
8040457,K05468.01,,CANDIDATE,CANDIDATE,,0,0,0,0,81.704814000,1.3170000e-03,-1.3170000e-03,151.4216000,1.120000e-02,-1.120000e-02,0.0021,0.5200,-0.0019,1.46800,0.41400,-0.41400,2.9700e+02,8.490e+01,-8.490e+01,1.65,6.100e-01,-2.200e-01,442.0,,,9.04,9.90,-3.02,5.80,1,q1_q16_tce,6099.00,172.00,-179.00,4.421,0.105,-0.262,0.9500,0.3510,-0.1270,295.701080,43.825218,14.794
8043968,K05469.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,0.779615874,6.9880000e-06,-6.9880000e-06,131.6800600,8.690000e-03,-8.690000e-03,0.6990,0.0120,-0.5300,3.93200,0.27700,-0.27700,8.1500e+01,4.700e+00,-4.700e+00,0.83,2.500e-01,-7.000e-02,1847.0,,,2735.51,2400.41,-685.67,22.00,1,q1_q17_dr25_tce,5764.00,156.00,-173.00,4.548,0.037,-0.200,0.8630,0.2580,-0.0690,296.732910,43.864319,15.292
8044083,K05470.01,,CANDIDATE,CANDIDATE,,0,0,0,0,578.218050000,1.6170000e-02,-1.6170000e-02,273.3259000,2.230000e-02,-2.230000e-02,0.3937,0.0494,-0.3937,4.18000,0.78600,-0.78600,6.3700e+02,1.340e+02,-1.340e+02,2.44,7.100e-01,-2.300e-01,223.0,,,0.59,0.50,-0.16,5.30,1,q1_q16_tce,6089.00,150.00,-193.00,4.495,0.045,-0.227,0.9500,0.2790,-0.0890,296.768550,43.862000,15.584
8959240,K05591.01,,CANDIDATE,CANDIDATE,,0,0,0,0,317.009388000,6.1380000e-03,-6.1380000e-03,183.1035000,1.820000e-02,-1.820000e-02,0.2991,0.1577,-0.2990,3.01300,0.46800,-0.46800,3.2690e+02,5.150e+01,-5.150e+01,4.03,2.400e+00,-2.410e+00,345.0,,,3.34,6.17,-2.87,7.50,1,q1_q16_tce,5066.00,149.00,-156.00,3.787,0.688,-0.364,2.2700,1.3470,-1.3590,294.091280,45.217670,13.555
8971044,K05592.01,,CANDIDATE,CANDIDATE,,0,0,0,0,482.517010000,2.0100000e-02,-2.0100000e-02,276.2043000,2.840000e-02,-2.840000e-02,0.0846,0.3641,-0.0844,14.79100,0.96100,-0.96100,5.7300e+02,5.930e+01,-5.930e+01,2.30,7.500e-01,-2.000e-01,242.0,,,0.80,0.76,-0.21,10.30,1,q1_q16_tce,6168.00,158.00,-187.00,4.488,0.044,-0.243,0.9600,0.3120,-0.0860,297.483120,45.291142,15.054
8975776,K05593.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,224.469892000,2.8450000e-03,-2.8450000e-03,230.1638000,1.020000e-02,-1.020000e-02,0.2691,0.1977,-0.2691,2.95200,0.31100,-0.31100,4.5860e+02,7.860e+01,-7.860e+01,2.35,8.200e-01,-3.800e-01,323.0,,,2.58,2.71,-0.96,5.50,1,q1_q16_tce,5911.00,174.00,-178.00,4.337,0.136,-0.234,1.0910,0.3820,-0.1730,298.504760,45.251240,14.918
8979500,K05594.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,113.556471000,2.6080000e-03,-2.6080000e-03,186.2321000,1.800000e-02,-1.800000e-02,0.1828,0.3169,-0.1828,2.38300,0.56000,-0.56000,2.7870e+02,7.140e+01,-7.140e+01,6.76,1.400e+00,-2.500e-01,651.0,,,42.48,26.66,-5.93,7.60,1,q1_q16_tce,4842.00,136.00,-91.00,3.167,0.030,-0.031,4.1640,0.8620,-0.1520,299.548340,45.283661,13.316
